"player_id","name","team","handle","verdict"
"209","고영표","KT","youngsta.r2","team_ok"
"277","신민혁","NC","god__minhyeok","team_ok"
"212","권민규","한화","min_x__64","team_ok"
"378","박진형","키움","jinh._.p","team_ok"
"225","배재환","NC","baejh61","team_ok"
"295","최승용","두산","csyooooong","team_ok"
"326","박세웅","롯데","p.s.w3221","team_ok"
"3750","김종수","한화","","drop_no_team"
"8017","배제성","KT","je_seong19","team_ok"
"8395","김도현","SSG","xandheart","team_ok"
"296","문동주","한화","dongjumoon_","team_ok"
"382","이로운","SSG","_roun92_","team_ok"
"201","플렉센","두산","chris_flexen","team_ok"
"2631","오석주","키움","sjooooooh______","team_ok"
"306","우강훈","LG","kanghoon.w","team_ok"
"271","함덕주","LG","ejrwn1956","team_ok"
"301","백승건","SSG","00_seung_geon_","team_ok"
"206","베니지아노","SSG","anthonyvenez","team_ok"
"230","양재훈","두산","yang__jae__hoon","team_ok"
"226","백정현","삼성","baek_junghyun","team_ok"
"246","정철원","롯데","team_futures","team_ok"
"360","이민석","롯데","__lm_seok","team_ok"
"400","박시후","SSG","park_si_hoo_01","team_ok"
"338","황준서","한화","jun__seo_29","team_ok"
"319","정우주","한화","universe.__j","team_ok"
"2635","윤산흠","한화","yun_s_h_32","team_ok"
"357","치리노스","LG","yonnychirinos56","team_ok"
"287","강재민","한화","kang_jm_55","team_ok"
"3764","한두솔","SSG","han_doosol","team_ok"
"221","박윤성","키움","_y.star_","team_ok"
"2557","윤석원","키움","dbstjrdnjs_","team_ok"
"7382","김건국","KIA","kimkk43__yj","team_ok"
"3780","최이준","롯데","c__hoi0410","team_ok"
"322","이기순","SSG","0neirks","team_ok"
"275","조영건","키움","0_gguny","team_ok"
"281","전준표","키움","j_pyo_507","team_ok"
"3757","목지훈","NC","_mxkzi__","team_ok"
"309","김재웅","키움","kim_jae_woong28","team_ok"
"8336","이태양","키움","risingsun_46","team_ok"
"8049","김강률","LG","kimkangr","team_ok"
"220","박신지","두산","park_shin_zi_49","team_ok"
"356","전영준","SSG","youngjay_","team_ok"
"236","이의리","KIA","euileelee","team_ok"
"300","배재준","LG","bae_jae_jun25","team_ok"
"254","하준영","NC","junyeong2364","team_ok"
"385","원종혁","한화","won__jonghyeok","team_ok"
"8138","김무신","삼성","yun_star_48","team_ok"
"8043","한차현","KT","__chacha__2_","team_ok"
"379","정현우","키움","__hyun__wo","team_ok"
"3782","성동현","LG","sd_hyun_58","team_ok"
"233","육선엽","삼성","sunyeopyook","team_ok"
"391","문용익","KT","moon_dragon_ik","team_ok"
"294","백승현","LG","95_5.26","team_ok"
"273","김서현","한화","kim._.s._.h","team_ok"
"217","김시훈","KIA","si_hooooon","team_ok"
"8078","이상영","LG","_lee_s_y_","team_ok"
"263","최지강","두산","j_kang_01","team_ok"
"397","주현상","한화","jjooooooo66","team_ok"
"4157","신동건","롯데","s1nd0ngun","team_ok"
"4158","최충연","롯데","chung_yeonnnn","team_ok"
"293","김도빈","한화","kdv0101091","team_ok"
"261","김윤하","키움","rladbsgk19","team_ok"
"373","엄상백","한화","102jjang","team_ok"
"7386","박세진","롯데","se___jin41","team_ok"
"311","김택형","SSG","kim._.t_h","team_ok"
"4169","박지훈","KT","0529.jihoon.ig","team_ok"
